,symbol,regularMarketPrice,Change,Change Percentage,previousClose
107,CRS,36.11,0.96,2.73,35.15
108,DAR,81.66,1.94,2.43,79.72
109,XYIGF,2.495,0.06,2.67,2.43
110,WHGLY,15.15,-0.02,-0.13,15.17
111,CAOVY,14.67,-0.36,-2.4,15.03
112,XPRO,14.12,0.02,0.14,14.1
113,WTBDY,8.75,0.03,0.34,8.72
114,PRGS,48.35,0.52,1.09,47.83
115,ESYJY,6.75,0.14,2.12,6.61
116,BIPC,72.0,-0.7,-0.96,72.7
117,CCEP,53.88,0.3,0.56,53.58
118,JAZZ,150.91,-1.55,-1.02,152.46
119,BML-PL,20.79,0.75,3.74,20.04
120,ACC,64.85,0.09,0.14,64.76
121,XRAY,39.72,0.77,1.98,38.95
122,JNJ,181.09,1.63,0.91,179.46
123,IBN,19.36,0.37,1.95,18.99
124,TFC,49.13,0.72,1.49,48.41
125,ICHBF,10.2778,0.0,0.0,10.2778
126,SMCI,49.47,0.21,0.43,49.26
127,BDDDY,19.96,1.05,5.55,18.91
128,SYAXF,0.155,0.02,12.16,0.1382
129,PHJMF,0.075,0.0,7.14,0.07
130,TMSNY,98.426,1.24,1.28,97.1852
131,CNNE,20.83,1.2,6.11,19.63
132,NVRO,43.37,0.05,0.12,43.32
133,TPRKY,15.27,0.05,0.33,15.22
134,FND,77.92,3.18,4.25,74.74
135,AMSYF,30.6,0.0,0.0,30.6
136,MLI,54.42,0.59,1.1,53.83
137,ATRC,42.08,0.75,1.81,41.33
138,DECK,271.85,9.69,3.7,262.16
139,MAN,88.0,0.08,0.09,87.92
140,DBRG,6.32,0.23,3.78,6.09
141,LDSCY,9.375,-0.12,-1.32,9.5
142,SGMS,58.07,1.32,2.33,56.75
143,ISRG,229.16,5.86,2.62,223.3
144,COVTY,22.58,0.12,0.53,22.46
145,VCTR,28.25,0.65,2.36,27.6
146,IRDM,38.71,1.95,5.3,36.76
147,AXON,102.52,4.0,4.06,98.52
148,ADT,7.56,0.21,2.86,7.35
149,QTWO,54.33,2.14,4.1,52.19
150,EVR,115.14,3.3,2.95,111.84
151,DOCU,86.24,5.43,6.72,80.81
152,VEEV,172.0,6.49,3.92,165.51
153,ITVPF,0.8675,0.0,0.0,0.8675
154,BMI,79.25,2.86,3.74,76.39
155,CIBEY,2.0,-0.08,-3.85,2.08
156,AG,8.39,0.08,0.96,8.31
157,CIG-C,3.21,-0.05,-1.53,3.26
158,INPOY,3.41,0.06,1.79,3.35
159,USM,31.08,0.0,0.0,31.08
160,STVN,16.83,0.66,4.08,16.17
161,NUVSF,10.2,0.28,2.82,9.92
162,TRV,177.83,2.96,1.69,174.87
163,CIG,2.46,-0.05,-1.99,2.51
164,AETUF,14.91,0.24,1.64,14.67
165,SSREY,20.99,0.26,1.25,20.73
166,LAUR,13.32,0.3,2.3,13.02
167,SBS,9.99,-0.07,-0.7,10.06
168,CIHKY,30.755,0.04,0.15,30.71
169,GLPEY,6.45,0.07,1.1,6.38
170,IFJPY,13.79,-0.13,-0.93,13.92
171,ARZGY,9.16,-0.15,-1.61,9.31
172,BDORY,7.8,-0.05,-0.64,7.85
173,PDCO,31.87,0.42,1.34,31.45
174,RHHBY,43.06,-0.27,-0.62,43.33
175,WMMVY,37.33,0.79,2.16,36.5425
176,CRHKY,11.21,0.17,1.54,11.04
177,BIREF,9.019,0.09,1.0,8.93
178,CIVI,77.03,2.76,3.72,74.27
179,XNGSY,61.085,1.13,1.89,59.95
180,LZAGY,59.84,2.38,4.14,57.46
181,TSYHY,15.004,0.02,0.12,14.986
182,PROSF,48.05,0.0,0.0,48.05
183,BG,114.72,-0.21,-0.18,114.93
184,BTGOF,2.303,-0.02,-1.03,2.327
185,ERIXF,7.655,0.0,0.0,7.655
186,KRYAY,105.5,0.97,0.93,104.53
187,TKOMY,59.17,2.53,4.47,56.64
188,PDCE,77.99,6.24,8.7,71.75
189,SEV,3.23,0.26,8.75,2.97
190,CMPI,10.5,0.02,0.19,10.48
191,CRXT,0.4234,0.04,11.57,0.3795
192,STSS,1.12,-0.05,-4.27,1.17
193,RELIANCE.NS,2655.5,-9.3,-0.35,2664.8
194,ANF,22.55,0.7,3.2,21.85
195,BRQS,0.1706,-0.0,-0.52,0.1715
196,PTPI,0.9406,0.09,10.3,0.8528
197,AJBU.SI,2.06,0.02,0.98,2.04
198,EICHERMOT.NS,2763.8,5.35,0.19,2758.45
199,PLD,127.26,4.9,4.0,122.36
200,LT.NS,1657.1,-3.75,-0.23,1660.85
201,ASML,583.38,23.31,4.16,560.07
202,LTI.NS,4250.0,58.9,1.41,4191.1
203,ASML.AS,556.1,14.8,2.73,541.3
204,PG,148.72,2.24,1.53,146.48
205,LULU,293.65,6.17,2.15,287.48
206,AXSM,26.46,2.33,9.66,24.13
207,BRK-A,478670.0,9864.97,2.1,468805.03
208,ABT,116.69,1.82,1.58,114.87
209,IO,0.345,-0.02,-6.68,0.3697
210,WINT,0.455,0.0,0.0,0.455
211,WWR,1.25,0.07,5.93,1.18
212,ANTM,520.55,8.12,1.58,512.43
213,NDAQ,155.64,4.71,3.12,150.93
214,ALVR,3.76,0.15,4.16,3.61
215,ARCT,20.88,4.27,25.71,16.61
216,FNGU,9.72,0.83,9.34,8.89
217,LRCX,531.02,21.81,4.28,509.21
218,LGF-B,9.38,-0.3,-3.1,9.68
219,LGF-A,10.07,-0.5,-4.73,10.57
220,LI,24.28,0.1,0.41,24.18
221,BHPLF,34.5,4.52,15.08,29.98
222,DUFRY,4.06,0.21,5.45,3.85
223,RIO,73.19,1.06,1.47,72.13
224,ROIV,4.04,-0.06,-1.46,4.1
225,NAVI,16.16,0.44,2.8,15.72
226,UPWK,18.99,1.3,7.35,17.69
227,AVNT,49.72,0.83,1.7,48.89
228,DANOY,11.745,0.07,0.6,11.675
229,RCI,51.6,0.04,0.08,51.56
230,OMC,75.0,1.96,2.68,73.04
231,LPX,70.63,1.02,1.47,69.61
232,CRH,41.87,0.62,1.5,41.25
233,BUD,56.65,0.17,0.3,56.48
234,VRTV,144.95,5.81,4.18,139.14
235,MKTX,287.89,5.77,2.05,282.12
236,KLAC,371.27,17.99,5.09,353.28
237,STM,40.23,0.95,2.42,39.28
238,ALKS,30.54,1.18,4.02,29.36
239,AZTA,77.77,4.49,6.13,73.28
240,FTNT,297.87,3.57,1.21,294.3
241,TER,109.4,4.46,4.25,104.94
242,BDC,57.5,1.78,3.19,55.72
243,VC,106.87,1.56,1.48,105.31
244,EXPGY,33.99,1.2,3.66,32.79
245,NTAP,73.05,2.56,3.63,70.49
246,TT,140.5,3.69,2.7,136.81
247,KLIC,53.37,1.68,3.25,51.69
248,BNPQY,28.945,0.59,2.06,28.36
249,CALM,48.16,1.27,2.71,46.89
250,TYIDY,64.29,1.11,1.76,63.18
251,GRFS,13.11,-0.09,-0.68,13.2
252,WDC,62.25,1.57,2.59,60.68
253,HTHIY,106.165,0.33,0.31,105.84
254,ATKR,107.72,3.74,3.6,103.98
255,HCA,215.55,3.76,1.78,211.79
256,CWEN,36.15,1.01,2.87,35.14
257,WAL,82.1,1.24,1.53,80.86
258,THC,66.37,0.85,1.3,65.52
259,PTITF,0.459,0.0,0.0,0.459
260,FBBPF,2.6,0.23,9.7,2.37
261,BKRKF,0.3069,0.0,0.0,0.3069
262,REXR,65.06,2.01,3.19,63.05
263,NLLSF,1.5,0.07,4.9,1.43
264,DTRUY,15.49,0.1,0.65,15.39
265,LEGN,42.73,3.38,8.59,39.35
266,SVNDY,20.77,0.03,0.14,20.74
267,WTFC,87.51,0.93,1.07,86.58
268,FIX,91.6,3.17,3.58,88.43
269,HEINY,49.82,0.48,0.97,49.34
270,SRUUF,11.85,0.1,0.85,11.75
271,HSQVY,18.24,0.81,4.65,17.43
272,DKL,56.77,0.77,1.38,56.0
273,INGVF,10.79,-0.17,-1.55,10.96
274,AAVMY,11.58,0.03,0.24,11.552
275,SDVKY,20.59,0.84,4.25,19.75
276,ETRN,8.05,0.19,2.42,7.86
277,ACOPY,3.07,0.0,0.0,3.07
278,NSANY,7.85,0.06,0.77,7.79
279,WAT,335.06,15.17,4.74,319.89
280,TRNO,61.97,1.47,2.43,60.5
281,IPG,32.28,0.66,2.09,31.62
282,ITGR,80.49,1.6,2.03,78.89
283,EXP,134.48,4.16,3.19,130.32
284,ABM,48.77,0.97,2.03,47.8
285,PPERY,11.08,0.3,2.83,10.775
286,NRG,46.45,-0.26,-0.56,46.71
287,EGP,164.37,6.24,3.95,158.13
288,PUBGY,13.89,0.02,0.14,13.87
289,BBSEY,5.4,0.08,1.5,5.32
290,EPOKY,19.53,0.46,2.41,19.07
291,CDW,171.1,4.58,2.75,166.52
292,ASAZY,12.27,0.45,3.81,11.82
293,AWR,79.69,1.1,1.4,78.59
294,FR,53.69,1.35,2.58,52.34
295,BSX,41.2,1.06,2.64,40.14
296,TMO,572.35,32.24,5.97,540.11
297,SCRYY,2.7,0.06,2.27,2.64
298,AVTR,32.98,1.21,3.81,31.77
299,RQI,14.9,0.67,4.71,14.23
300,VMC,169.71,5.43,3.31,164.28
301,IR,48.49,1.15,2.43,47.34
302,PARAA,36.28,1.36,3.89,34.92
303,CCOZF,0.9272,0.16,21.56,0.76275
304,TGOPF,16.535,0.81,5.18,15.72
305,GCHOY,9.87,0.0,0.0,9.87
306,PYCR,25.19,0.72,2.94,24.47
307,VLOWY,2.765,-0.07,-2.64,2.84
308,UNFI,42.8,0.82,1.95,41.98
309,DNKEY,8.156,0.05,0.59,8.108
310,GNW,4.09,-0.01,-0.24,4.1
311,RYAN,38.3,1.25,3.37,37.05
312,ACT,24.43,0.04,0.16,24.39
313,AIRC,45.54,1.0,2.25,44.54
314,CRGY,17.93,0.66,3.82,17.27
315,MOH,305.08,6.06,2.03,299.02
316,ENIA,5.87,0.06,1.03,5.81
317,CNC,84.41,2.52,3.08,81.89
318,ENIC,1.35,0.06,4.65,1.29
319,RAD,5.75,0.31,5.7,5.44
320,SHOP.TO,486.57,17.25,3.68,469.32
321,2168.HK,4.25,0.1,2.41,4.15
322,0700.HK,360.4,10.4,2.97,350.0
323,3690.HK,184.7,9.6,5.48,175.1
324,9618.HK,227.2,4.4,1.97,222.8
325,VMI,264.5,6.28,2.43,258.22
326,ETWO,8.28,0.28,3.5,8.0
327,POOL,406.0,5.14,1.28,400.86
328,STLD,87.79,3.4,4.03,84.39
329,WSO,255.45,5.82,2.33,249.63
330,DLAKY,7.355,0.04,0.55,7.315
331,NUE,137.74,4.67,3.51,133.07
332,ABB,30.86,0.49,1.61,30.37
333,DOW,69.06,1.92,2.86,67.14
334,EADSY,30.04,0.83,2.84,29.21
335,ALV,77.56,0.29,0.38,77.27
336,CPA,70.75,0.4,0.57,70.35
337,PPRUY,52.55,2.4,4.79,50.15
338,WCC,126.8,4.76,3.9,122.04
339,FULT,15.83,0.12,0.76,15.71
340,VWAGY,21.17,0.42,2.01,20.752
341,SNN,32.71,-0.21,-0.64,32.92
342,PFGC,44.26,0.76,1.75,43.5
343,VLRS,15.38,0.12,0.79,15.26
344,MMC,161.19,4.1,2.61,157.09
345,AMKR,20.55,0.75,3.79,19.8
346,AMBA,88.1,7.95,9.92,80.15
347,EWBC,73.44,0.99,1.37,72.45
348,WPP,58.54,0.5,0.86,58.04
349,PSO,9.54,-0.1,-1.04,9.64
350,DRH,10.4,0.37,3.69,10.03
351,ITCB,3.785,0.06,1.47,3.73
352,CAKE,34.51,1.37,4.13,33.14
353,GLPG,57.11,1.31,2.35,55.8
354,MNDT,22.12,0.06,0.27,22.06
355,HST,20.7,0.34,1.67,20.36
356,XRX,18.53,0.42,2.32,18.11
357,OUKPY,4.48,0.14,3.23,4.34
358,AKZOY,29.555,0.08,0.26,29.4775
359,BXBLY,15.95,0.14,0.89,15.81
360,JCYGY,41.8,0.39,0.95,41.405
361,RLI,120.16,0.23,0.19,119.93
362,PRDSY,11.38,0.11,0.98,11.27
363,AAON,53.11,0.37,0.7,52.74
364,SKHCF,25.62,0.0,0.0,25.62
365,EEFT,122.18,3.26,2.74,118.92
366,UPMMY,36.11,-0.03,-0.08,36.14
367,TRKNY,1.14,-0.04,-3.39,1.18
368,KIROY,11.8,0.83,7.52,10.9748
369,ITMPF,3.99,0.18,4.72,3.81
370,LTHM,34.49,4.29,14.21,30.2
371,PWR,123.51,2.88,2.39,120.63
372,PWSC,13.69,0.7,5.39,12.99
373,ALGN,284.57,9.74,3.54,274.83
374,EFX,206.29,4.06,2.01,202.23
375,MAXR,30.69,0.9,3.02,29.79
376,SMG,96.48,3.22,3.45,93.26
377,CG,39.6,1.02,2.64,38.58
378,AES,22.43,0.43,1.95,22.0
379,VSAT,41.77,5.22,14.28,36.55
380,GTLS,184.57,7.04,3.97,177.53
381,MUR,43.48,2.57,6.28,40.91
382,PACW,31.44,0.24,0.77,31.2
383,DOV,134.55,1.99,1.5,132.56
384,CERE,27.25,0.29,1.08,26.96
385,CRSR,16.32,0.66,4.21,15.66
386,CYN,1.63,-0.03,-1.81,1.66
387,DWAC,44.48,-0.4,-0.89,44.88
388,BS6.SI,0.93,0.0,0.0,0.93
389,CRM,165.1,2.64,1.63,162.46
390,BORORENEW.NS,633.0,12.5,2.01,620.5
391,AWL.NS,685.0,-11.4,-1.64,696.4
392,RENUKA.NS,45.45,1.0,2.25,44.45
393,BX,121.04,2.74,2.32,118.3
394,SAP.DE,95.12,1.13,1.2,93.99
395,FING-B.ST,11.16,0.54,5.08,10.62
396,HOLN.SW,48.22,0.22,0.46,48.0
397,KER.PA,505.3,16.3,3.33,489.0
398,MITQ,1.19,0.05,4.39,1.14
399,CEI,0.659,0.01,1.07,0.652
